Project,Package,Class,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-In,Fan-Out,File,Line no
java,org.apache.roller.weblogger.business.search.lucene,ReadFromIndexOperation,1,0,2,2,21,2,1,1,1.0,0,1,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/search/lucene/ReadFromIndexOperation.java,23
java,org.apache.roller.weblogger.business.search.lucene,WriteToIndexOperation,1,0,2,2,25,2,5,1,1.0,0,1,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/search/lucene/WriteToIndexOperation.java,24
java,org.apache.roller.weblogger.business.search.lucene,FieldConstants,16,16,0,0,22,0,0,0,-1.0,7,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/search/lucene/FieldConstants.java,22
java,org.apache.roller.weblogger.business.search.lucene,RemoveWebsiteIndexOperation,3,0,2,2,52,6,0,2,0.0,0,6,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/search/lucene/RemoveWebsiteIndexOperation.java,33
java,org.apache.roller.weblogger.business.search.lucene,RebuildWebsiteIndexOperation,3,0,2,2,78,9,0,2,0.0,0,8,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/search/lucene/RebuildWebsiteIndexOperation.java,38
java,org.apache.roller.weblogger.business.search.lucene,AddEntryOperation,3,0,2,2,42,4,0,2,0.0,0,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/search/lucene/AddEntryOperation.java,31
java,org.apache.roller.weblogger.business.search.lucene,IndexUtil,0,0,2,1,33,4,0,0,-1.0,3,1,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/search/lucene/IndexUtil.java,29
java,org.apache.roller.weblogger.business.search.lucene,SearchOperation,10,0,11,11,116,15,0,2,0.18181818181818182,1,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/search/lucene/SearchOperation.java,39
java,org.apache.roller.weblogger.business.search.lucene,LuceneIndexManager,8,0,25,16,309,47,0,1,0.12,11,15,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/search/lucene/LuceneIndexManager.java,63
java,org.apache.roller.weblogger.business.search.lucene,ReIndexEntryOperation,3,0,2,2,44,4,0,2,0.0,0,5,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/search/lucene/ReIndexEntryOperation.java,32
java,org.apache.roller.weblogger.business.search.lucene,RemoveEntryOperation,3,0,2,2,37,3,0,2,0.0,0,5,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/search/lucene/RemoveEntryOperation.java,32
java,org.apache.roller.weblogger.business.search.lucene,IndexOperation,3,0,6,2,99,16,2,0,0.5,1,5,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/search/lucene/IndexOperation.java,42
java,org.apache.roller.weblogger.business.search,SearchResultMap,4,0,5,5,24,5,0,0,0.0,0,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/search/SearchResultMap.java,28
java,org.apache.roller.weblogger.business.search,SearchResultList,4,0,5,5,24,5,0,0,0.0,4,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/search/SearchResultList.java,27
java,org.apache.roller.weblogger.business.search,IndexManager,0,0,11,0,42,11,1,0,-1.0,14,6,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/search/IndexManager.java,26
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,3,0,32,31,425,69,0,1,0.0625,1,9,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAUserManagerImpl.java,46
java,org.apache.roller.weblogger.business.jpa,JPAPingTargetManagerImpl,1,0,10,8,75,15,0,1,0.4,1,3,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAPingTargetManagerImpl.java,39
java,org.apache.roller.weblogger.business.jpa,JPAPingQueueManagerImpl,2,0,8,6,45,9,0,1,0.25,1,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAPingQueueManagerImpl.java,38
java,org.apache.roller.weblogger.business.jpa,JPAPersistenceStrategy,3,0,19,16,269,31,0,0,0.0,15,3,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAPersistenceStrategy.java,41
java,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,5,0,27,22,457,90,0,1,0.07407407407407407,1,21,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAWeblogManagerImpl.java,72
java,org.apache.roller.weblogger.business.jpa,JPAWebloggerModule,0,0,1,1,30,1,0,0,-1.0,0,43,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAWebloggerModule.java,57
java,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,4,0,20,12,258,36,0,1,0.0,1,5,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAOAuthManagerImpl.java,44
java,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,3,0,15,12,163,29,0,1,0.13333333333333333,1,7,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPABookmarkManagerImpl.java,45
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,7,0,50,44,987,165,0,1,0.04,2,17,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAWeblogEntryManagerImpl.java,56
java,org.apache.roller.weblogger.business.jpa,JPAMediaFileManagerImpl,4,1,30,27,576,88,0,1,0.06666666666666667,1,17,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAMediaFileManagerImpl.java,65
java,org.apache.roller.weblogger.business.jpa,JPAThreadManagerImpl,2,0,5,4,131,15,0,2,0.0,1,5,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAThreadManagerImpl.java,35
java,org.apache.roller.weblogger.business.jpa,JPAAutoPingManagerImpl,3,0,12,11,65,15,0,1,0.16666666666666666,1,9,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAAutoPingManagerImpl.java,42
java,org.apache.roller.weblogger.business.jpa,JPAPropertiesManagerImpl,2,0,8,6,86,16,0,1,0.25,1,6,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAPropertiesManagerImpl.java,45
java,org.apache.roller.weblogger.business.jpa,JPAWebloggerImpl,1,0,4,3,26,4,0,2,0.0,1,21,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAWebloggerImpl.java,33
java,org.apache.roller.weblogger.business.pings,PingQueueTask,6,1,9,9,96,13,0,2,0.0,0,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/pings/PingQueueTask.java,30
java,org.apache.roller.weblogger.business.pings,AutoPingManager,0,0,11,0,69,11,1,0,-1.0,6,5,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/pings/AutoPingManager.java,30
java,org.apache.roller.weblogger.business.pings,PingTargetManager,0,0,8,0,55,8,1,0,-1.0,9,2,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/pings/PingTargetManager.java,26
java,org.apache.roller.weblogger.business.pings,PingQueueManager,0,0,6,0,39,6,1,0,-1.0,6,3,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/pings/PingQueueManager.java,27
java,org.apache.roller.weblogger.business.pings,WeblogUpdatePinger,3,1,4,2,95,11,0,0,0.75,2,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/pings/WeblogUpdatePinger.java,39
java,org.apache.roller.weblogger.business.pings,WeblogUpdatePinger.PingResult,2,0,0,0,26,0,0,0,-1.0,1,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/pings/WeblogUpdatePinger.java,54
java,org.apache.roller.weblogger.business.pings,PingQueueProcessor,3,0,6,3,108,18,0,0,0.0,1,9,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/pings/PingQueueProcessor.java,33
java,org.apache.roller.weblogger.business.themes,SharedThemeResourceFromDir,2,0,10,10,46,10,0,2,0.2,1,1,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeResourceFromDir.java,28
java,org.apache.roller.weblogger.business.themes,SharedThemeFromDir,8,0,16,11,254,39,0,2,0.0,1,10,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeFromDir.java,36
java,org.apache.roller.weblogger.business.themes,ThemeMetadataTemplate,8,0,17,17,64,17,0,0,0.47058823529411764,3,1,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/ThemeMetadataTemplate.java,28
java,org.apache.roller.weblogger.business.themes,SharedThemeTemplateRendition,4,0,13,13,62,15,0,1,0.3076923076923077,2,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeTemplateRendition.java,28
java,org.apache.roller.weblogger.business.themes,ThemeManagerImpl,5,0,8,6,264,39,0,1,0.0,1,21,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/ThemeManagerImpl.java,59
java,org.apache.roller.weblogger.business.themes,WeblogCustomTheme,0,0,16,16,90,19,0,2,-1.0,1,8,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/WeblogCustomTheme.java,36
java,org.apache.roller.weblogger.business.themes,WeblogSharedTheme,2,0,14,14,135,27,0,2,0.0,1,9,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/WeblogSharedTheme.java,37
java,org.apache.roller.weblogger.business.themes,SharedTheme,6,0,15,15,52,15,1,1,0.5333333333333333,6,2,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/SharedTheme.java,29
java,org.apache.roller.weblogger.business.themes,SharedThemeTemplate,12,0,27,27,105,27,0,2,0.14814814814814814,1,2,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeTemplate.java,33
java,org.apache.roller.weblogger.business.themes,ThemeMetadataParser,0,0,3,1,165,25,0,0,-1.0,1,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/ThemeMetadataParser.java,35
java,org.apache.roller.weblogger.business.themes,ThemeMetadata,9,0,21,21,76,21,0,0,0.47619047619047616,2,1,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/ThemeMetadata.java,24
java,org.apache.roller.weblogger.business.themes,ThemeNotFoundException,0,0,4,4,17,4,0,2,-1.0,0,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/ThemeNotFoundException.java,24
java,org.apache.roller.weblogger.business.themes,ThemeMetadataTemplateRendition,3,0,6,6,23,6,0,0,0.5,3,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/ThemeMetadataTemplateRendition.java,25
java,org.apache.roller.weblogger.business.themes,ThemeManager,0,0,6,0,43,6,1,0,-1.0,14,5,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/ThemeManager.java,28
java,org.apache.roller.weblogger.business.themes,ThemeInitializationException,0,0,4,4,17,4,0,2,-1.0,1,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/ThemeInitializationException.java,24
java,org.apache.roller.weblogger.business.themes,ThemeParsingException,0,0,4,4,17,4,0,2,-1.0,1,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/themes/ThemeParsingException.java,24
java,org.apache.roller.weblogger.business.startup,WebloggerStartup,5,0,11,9,123,16,0,0,0.18181818181818182,7,5,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/WebloggerStartup.java,29
java,org.apache.roller.weblogger.business.startup,SQLScriptRunner,4,0,11,9,118,20,0,0,0.18181818181818182,1,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/SQLScriptRunner.java,31
java,org.apache.roller.weblogger.business.startup,DatabaseInstaller,6,0,22,7,650,86,0,0,0.0,1,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseInstaller.java,35
java,org.apache.roller.weblogger.business.startup,ClasspathDatabaseScriptProvider,0,0,2,2,21,2,0,1,-1.0,0,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/ClasspathDatabaseScriptProvider.java,24
java,org.apache.roller.weblogger.business.startup,StartupException,1,0,5,5,35,7,0,2,0.0,5,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/StartupException.java,26
java,org.apache.roller.weblogger.business.startup,DatabaseScriptProvider,0,0,1,0,9,1,1,0,-1.0,1,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseScriptProvider.java,23
java,org.apache.roller.weblogger.business.runnable,ThreadManagerImpl,3,0,8,8,98,14,1,1,0.5,0,7,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/runnable/ThreadManagerImpl.java,42
java,org.apache.roller.weblogger.business.runnable,ContinuousWorkerThread,3,0,5,5,40,6,0,1,0.6,1,1,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/runnable/ContinuousWorkerThread.java,25
java,org.apache.roller.weblogger.business.runnable,ThreadManager,1,0,9,0,54,9,1,0,-1.0,6,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/runnable/ThreadManager.java,26
java,org.apache.roller.weblogger.business.runnable,RollerTask,2,0,9,7,79,14,1,0,0.7777777777777778,5,3,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/runnable/RollerTask.java,29
java,org.apache.roller.weblogger.business.runnable,ResetHitCountsTask,6,1,9,9,95,13,0,2,0.0,0,5,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/runnable/ResetHitCountsTask.java,30
java,org.apache.roller.weblogger.business.runnable,Job,0,0,3,0,18,3,2,0,-1.0,2,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/runnable/Job.java,28
java,org.apache.roller.weblogger.business.runnable,ScheduledEntriesTask,6,1,9,9,111,15,0,2,0.0,0,7,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/runnable/ScheduledEntriesTask.java,36
java,org.apache.roller.weblogger.business.runnable,RollerTaskWithLeasing,2,0,2,2,46,5,6,1,0.0,4,3,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/runnable/RollerTaskWithLeasing.java,27
java,org.apache.roller.weblogger.business.runnable,TaskScheduler,3,0,3,2,110,14,0,0,0.0,1,5,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/runnable/TaskScheduler.java,38
java,org.apache.roller.weblogger.business.runnable,WorkerThread,3,0,4,4,47,5,1,0,0.0,1,3,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/runnable/WorkerThread.java,27
java,org.apache.roller.weblogger.business.runnable,TaskRunner,0,0,2,2,34,4,0,0,-1.0,0,2,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/runnable/TaskRunner.java,24
java,org.apache.roller.weblogger.business.runnable,HitCountProcessingJob,1,0,4,4,56,7,0,1,1.0,1,6,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/business/runnable/HitCountProcessingJob.java,35
java,org.apache.roller.weblogger.ui.tags,TruncateNicelyTag,3,0,11,9,103,18,0,1,0.18181818181818182,0,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/tags/TruncateNicelyTag.java,21
java,org.apache.roller.weblogger.ui.tags,StringTagSupport,1,0,7,7,83,10,2,0,0.0,0,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/tags/StringTagSupport.java,25
java,org.apache.roller.weblogger.ui.tags,WordWrapTag,4,0,12,12,151,24,0,1,0.16666666666666666,0,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/tags/WordWrapTag.java,23
java,org.apache.roller.weblogger.ui.struts2.editor,StylesheetEdit,6,0,16,16,266,32,0,2,0.125,0,11,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/StylesheetEdit.java,36
java,org.apache.roller.weblogger.ui.struts2.editor,MediaFileBean,15,0,32,32,189,32,0,0,0.0,3,2,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/MediaFileBean.java,23
java,org.apache.roller.weblogger.ui.struts2.editor,EntryAddWithMediaFile,5,0,10,10,95,15,0,3,0.3,0,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/EntryAddWithMediaFile.java,29
java,org.apache.roller.weblogger.ui.struts2.editor,WeblogRemove,1,0,3,3,34,3,0,2,1.0,0,1,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/WeblogRemove.java,29
java,org.apache.roller.weblogger.ui.struts2.editor,TemplateEdit,3,0,10,9,122,20,0,2,0.3,0,3,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/TemplateEdit.java,38
java,org.apache.roller.weblogger.ui.struts2.editor,WeblogConfig,6,0,14,13,118,22,0,2,0.21428571428571427,0,9,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/WeblogConfig.java,46
java,org.apache.roller.weblogger.ui.struts2.editor,BookmarkEdit,4,0,12,11,88,17,0,2,0.25,0,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/BookmarkEdit.java,33
java,org.apache.roller.weblogger.ui.struts2.editor,Categories,2,0,6,6,35,6,0,2,0.5,0,3,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/Categories.java,33
java,org.apache.roller.weblogger.ui.struts2.editor,Maintenance,1,0,5,5,67,5,0,2,0.6,0,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/Maintenance.java,32
java,org.apache.roller.weblogger.ui.struts2.editor,Templates,6,0,17,15,199,37,0,2,0.17647058823529413,0,7,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/Templates.java,43
java,org.apache.roller.weblogger.ui.struts2.editor,CommentsBean,10,0,24,24,132,33,0,0,0.3333333333333333,1,2,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/CommentsBean.java,33
java,org.apache.roller.weblogger.ui.struts2.editor,BookmarkBean,6,0,14,14,62,14,0,0,0.0,1,1,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/BookmarkBean.java,24
java,org.apache.roller.weblogger.ui.struts2.editor,MediaFileImageChooser,5,0,13,13,128,19,0,3,0.3076923076923077,0,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/MediaFileImageChooser.java,39
java,org.apache.roller.weblogger.ui.struts2.editor,EntryRemove,3,0,9,9,76,12,0,2,0.4444444444444444,0,6,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/EntryRemove.java,36
java,org.apache.roller.weblogger.ui.struts2.editor,MediaFileView,15,0,37,37,309,52,0,3,0.10810810810810811,0,7,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/MediaFileView.java,42
java,org.apache.roller.weblogger.ui.struts2.editor,Pings,5,0,17,15,172,30,0,2,0.17647058823529413,0,8,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/Pings.java,44
java,org.apache.roller.weblogger.ui.struts2.editor,FolderEdit,5,0,12,11,94,18,0,2,0.25,0,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/FolderEdit.java,37
java,org.apache.roller.weblogger.ui.struts2.editor,MediaFileBase,7,0,18,13,168,25,6,2,0.16666666666666666,0,5,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/MediaFileBase.java,36
java,org.apache.roller.weblogger.ui.struts2.editor,MediaFileImageDim,2,0,4,4,31,4,0,3,0.5,0,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/MediaFileImageDim.java,29
java,org.apache.roller.weblogger.ui.struts2.editor,MembersInvite,3,0,8,8,101,16,0,2,0.375,0,6,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/MembersInvite.java,36
java,org.apache.roller.weblogger.ui.struts2.editor,TemplateEditBean,16,0,33,33,162,39,0,0,0.12121212121212122,1,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/TemplateEditBean.java,31
java,org.apache.roller.weblogger.ui.struts2.editor,EntryBean,21,0,48,48,281,58,0,0,0.0,2,6,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/EntryBean.java,45
java,org.apache.roller.weblogger.ui.struts2.editor,CategoryEdit,3,0,10,9,92,18,0,2,0.4,0,5,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/CategoryEdit.java,37
java,org.apache.roller.weblogger.ui.struts2.editor,Members,2,0,7,7,100,21,0,2,0.0,0,5,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/Members.java,38
java,org.apache.roller.weblogger.ui.struts2.editor,BookmarksImport,6,0,9,9,89,13,0,2,0.5555555555555556,0,3,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/BookmarksImport.java,37
java,org.apache.roller.weblogger.ui.struts2.editor,MediaFileAdd,9,0,21,21,210,37,0,3,0.14285714285714285,0,8,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/MediaFileAdd.java,41
java,org.apache.roller.weblogger.ui.struts2.editor,Bookmarks,7,0,20,20,197,37,0,2,0.1,0,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/Bookmarks.java,38
java,org.apache.roller.weblogger.ui.struts2.editor,MemberResign,1,0,5,5,39,5,0,2,1.0,0,3,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/MemberResign.java,32
java,org.apache.roller.weblogger.ui.struts2.editor,EntriesBean,8,0,21,21,105,24,0,0,0.09523809523809523,1,2,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/EntriesBean.java,30
java,org.apache.roller.weblogger.ui.struts2.editor,MediaFileSearchBean,10,1,20,20,137,37,0,0,0.0,1,3,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/MediaFileSearchBean.java,30
java,org.apache.roller.weblogger.ui.struts2.editor,EntryEdit,4,0,28,25,338,62,0,2,0.39285714285714285,0,20,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/EntryEdit.java,63
java,org.apache.roller.weblogger.ui.struts2.editor,MediaFileEdit,6,0,15,15,146,20,0,3,0.2,0,5,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/MediaFileEdit.java,35
java,org.apache.roller.weblogger.ui.struts2.editor,FolderBean,2,0,6,6,26,6,0,0,0.0,1,2,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/FolderBean.java,24
java,org.apache.roller.weblogger.ui.struts2.editor,CategoryBean,4,0,10,10,44,10,0,0,0.0,1,2,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/CategoryBean.java,25
java,org.apache.roller.weblogger.ui.struts2.editor,Comments,9,0,22,20,274,49,0,2,0.18181818181818182,0,13,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/Comments.java,52
